Freq: 0, terno [02,26,32], data 0000-00-00 Ruota: BARI
Freq: 0, terno [40,64,75], data 0000-00-00 Ruota: BARI
Freq: 0, terno [30,45,66], data 0000-00-00 Ruota: BARI
Freq: 0, terno [26,85,87], data 0000-00-00 Ruota: BARI
Freq: 0, terno [55,71,88], data 0000-00-00 Ruota: BARI
Freq: 0, terno [10,34,48], data 0000-00-00 Ruota: BARI
Freq: 0, terno [09,27,71], data 0000-00-00 Ruota: BARI
Freq: 0, terno [24,45,75], data 0000-00-00 Ruota: BARI
Freq: 0, terno [43,71,82], data 0000-00-00 Ruota: BARI
Freq: 0, terno [27,34,65], data 0000-00-00 Ruota: BARI
Freq: 0, terno [11,14,87], data 0000-00-00 Ruota: BARI
Freq: 0, terno [41,63,71], data 0000-00-00 Ruota: BARI
Freq: 0, terno [16,75,77], data 0000-00-00 Ruota: BARI
Freq: 0, terno [18,19,26], data 0000-00-00 Ruota: BARI
Freq: 0, terno [24,49,50], data 0000-00-00 Ruota: BARI
Freq: 0, terno [35,88,90], data 0000-00-00 Ruota: BARI
Freq: 0, terno [10,58,75], data 0000-00-00 Ruota: BARI
Freq: 0, terno [06,45,52], data 0000-00-00 Ruota: BARI
Freq: 0, terno [35,43,72], data 0000-00-00 Ruota: BARI
Freq: 0, terno [43,83,86], data 0000-00-00 Ruota: BARI
Freq: 0, terno [45,62,86], data 0000-00-00 Ruota: BARI
Freq: 0, terno [12,21,45], data 0000-00-00 Ruota: BARI
Freq: 0, terno [14,35,71], data 0000-00-00 Ruota: BARI
Freq: 0, terno [03,16,84], data 0000-00-00 Ruota: BARI
Freq: 0, terno [17,45,77], data 0000-00-00 Ruota: BARI
Freq: 0, terno [31,36,59], data 0000-00-00 Ruota: BARI
Freq: 0, terno [38,70,83], data 0000-00-00 Ruota: BARI
Freq: 0, terno [12,60,88], data 0000-00-00 Ruota: BARI
Freq: 0, terno [09,29,79], data 0000-00-00 Ruota: BARI
Freq: 0, terno [09,31,82], data 0000-00-00 Ruota: BARI
Freq: 0, terno [51,67,74], data 0000-00-00 Ruota: BARI
Freq: 0, terno [20,64,66], data 0000-00-00 Ruota: BARI
Freq: 0, terno [09,19,36], data 0000-00-00 Ruota: BARI
Freq: 0, terno [39,74,81], data 0000-00-00 Ruota: BARI
Freq: 0, terno [12,62,87], data 0000-00-00 Ruota: BARI
Freq: 0, terno [29,55,66], data 0000-00-00 Ruota: BARI
Freq: 0, terno [36,50,87], data 0000-00-00 Ruota: BARI
Freq: 0, terno [45,62,81], data 0000-00-00 Ruota: BARI
Freq: 0, terno [25,29,65], data 0000-00-00 Ruota: BARI
Freq: 0, terno [27,50,61], data 0000-00-00 Ruota: BARI
Freq: 0, terno [20,22,64], data 0000-00-00 Ruota: BARI
Freq: 0, terno [26,56,57], data 0000-00-00 Ruota: BARI
Freq: 0, terno [16,66,81], data 0000-00-00 Ruota: BARI
Freq: 0, terno [48,59,83], data 0000-00-00 Ruota: BARI
Freq: 0, terno [37,51,57], data 0000-00-00 Ruota: BARI
Freq: 0, terno [16,22,46], data 0000-00-00 Ruota: BARI
Freq: 0, terno [37,47,51], data 0000-00-00 Ruota: BARI
Freq: 0, terno [10,18,73], data 0000-00-00 Ruota: BARI
Freq: 0, terno [28,29,75], data 0000-00-00 Ruota: BARI
Freq: 0, terno [01,25,26], data 0000-00-00 Ruota: BARI
Freq: 0, terno [12,33,43], data 0000-00-00 Ruota: BARI
Freq: 0, terno [33,44,63], data 0000-00-00 Ruota: BARI
Freq: 0, terno [08,24,47], data 0000-00-00 Ruota: BARI
Freq: 0, terno [05,35,80], data 0000-00-00 Ruota: BARI
Freq: 0, terno [36,72,87], data 0000-00-00 Ruota: BARI
Freq: 0, terno [06,55,58], data 0000-00-00 Ruota: BARI
Freq: 0, terno [12,20,75], data 0000-00-00 Ruota: BARI
Freq: 0, terno [27,52,69], data 0000-00-00 Ruota: BARI
Freq: 0, terno [09,19,62], data 0000-00-00 Ruota: BARI
Freq: 0, terno [45,46,84], data 0000-00-00 Ruota: BARI
Freq: 0, terno [29,34,45], data 0000-00-00 Ruota: BARI
Freq: 0, terno [18,44,86], data 0000-00-00 Ruota: BARI
Freq: 0, terno [34,47,53], data 0000-00-00 Ruota: BARI
Freq: 0, terno [32,59,87], data 0000-00-00 Ruota: BARI
Freq: 0, terno [50,59,67], data 0000-00-00 Ruota: BARI
Freq: 0, terno [10,33,86], data 0000-00-00 Ruota: BARI
Freq: 0, terno [44,50,64], data 0000-00-00 Ruota: BARI
Freq: 0, terno [34,43,53], data 0000-00-00 Ruota: BARI
Freq: 0, terno [21,34,45], data 0000-00-00 Ruota: BARI
Freq: 0, terno [04,19,54], data 0000-00-00 Ruota: BARI
Freq: 0, terno [28,57,69], data 0000-00-00 Ruota: BARI
Freq: 0, terno [37,68,74], data 0000-00-00 Ruota: BARI
Freq: 0, terno [25,27,34], data 0000-00-00 Ruota: BARI
Freq: 0, terno [41,62,81], data 0000-00-00 Ruota: BARI
Freq: 0, terno [04,70,84], data 0000-00-00 Ruota: BARI
Freq: 0, terno [09,11,36], data 0000-00-00 Ruota: BARI
Freq: 0, terno [10,23,65], data 0000-00-00 Ruota: BARI
Freq: 0, terno [28,75,76], data 0000-00-00 Ruota: BARI
Freq: 0, terno [47,60,72], data 0000-00-00 Ruota: BARI
Freq: 0, terno [23,50,79], data 0000-00-00 Ruota: BARI
Freq: 0, terno [16,61,86], data 0000-00-00 Ruota: BARI
Freq: 0, terno [33,41,63], data 0000-00-00 Ruota: BARI
Freq: 0, terno [08,11,69], data 0000-00-00 Ruota: BARI
Freq: 0, terno [32,48,74], data 0000-00-00 Ruota: BARI
Freq: 0, terno [09,26,53], data 0000-00-00 Ruota: BARI
Freq: 0, terno [11,15,50], data 0000-00-00 Ruota: BARI
Freq: 0, terno [29,41,63], data 0000-00-00 Ruota: BARI
Freq: 0, terno [17,62,71], data 0000-00-00 Ruota: BARI
Freq: 0, terno [36,43,71], data 0000-00-00 Ruota: BARI
Freq: 0, terno [41,57,88], data 0000-00-00 Ruota: BARI
Freq: 0, terno [01,24,42], data 0000-00-00 Ruota: BARI
Freq: 0, terno [05,25,65], data 0000-00-00 Ruota: BARI
Freq: 0, terno [21,32,69], data 0000-00-00 Ruota: BARI
Freq: 0, terno [40,43,45], data 0000-00-00 Ruota: BARI
Freq: 0, terno [32,63,85], data 0000-00-00 Ruota: BARI
Freq: 0, terno [23,53,67], data 0000-00-00 Ruota: BARI
Freq: 0, terno [02,45,61], data 0000-00-00 Ruota: BARI
Freq: 0, terno [35,73,88], data 0000-00-00 Ruota: BARI
Freq: 0, terno [34,65,76], data 0000-00-00 Ruota: BARI
Freq: 0, terno [04,56,69], data 0000-00-00 Ruota: BARI
Freq: 0, terno [15,33,51], data 0000-00-00 Ruota: BARI
Freq: 0, terno [50,57,62], data 0000-00-00 Ruota: BARI
Freq: 0, terno [15,65,70], data 0000-00-00 Ruota: BARI
Freq: 0, terno [03,49,63], data 0000-00-00 Ruota: BARI
Freq: 0, terno [05,58,80], data 0000-00-00 Ruota: BARI
Freq: 0, terno [41,60,77], data 0000-00-00 Ruota: BARI
Freq: 0, terno [11,34,44], data 0000-00-00 Ruota: BARI
Freq: 0, terno [16,79,86], data 0000-00-00 Ruota: BARI
Freq: 0, terno [45,68,89], data 0000-00-00 Ruota: BARI
Freq: 0, terno [06,46,56], data 0000-00-00 Ruota: BARI
Freq: 0, terno [31,65,68], data 0000-00-00 Ruota: BARI
Freq: 0, terno [17,43,80], data 0000-00-00 Ruota: BARI
Freq: 0, terno [23,34,69], data 0000-00-00 Ruota: BARI
Freq: 0, terno [33,48,53], data 0000-00-00 Ruota: BARI
Freq: 0, terno [12,69,75], data 0000-00-00 Ruota: BARI
Freq: 0, terno [05,26,62], data 0000-00-00 Ruota: BARI
Freq: 0, terno [27,54,66], data 0000-00-00 Ruota: BARI
Freq: 0, terno [13,68,81], data 0000-00-00 Ruota: BARI
Freq: 0, terno [32,36,41], data 0000-00-00 Ruota: BARI
Freq: 0, terno [12,81,90], data 0000-00-00 Ruota: BARI
Freq: 0, terno [06,42,50], data 0000-00-00 Ruota: BARI
Freq: 0, terno [35,71,74], data 0000-00-00 Ruota: BARI
Freq: 0, terno [31,40,55], data 0000-00-00 Ruota: BARI
Freq: 0, terno [35,37,60], data 0000-00-00 Ruota: BARI
Freq: 0, terno [26,49,75], data 0000-00-00 Ruota: BARI
Freq: 0, terno [01,49,65], data 0000-00-00 Ruota: BARI
Freq: 0, terno [39,50,73], data 0000-00-00 Ruota: BARI
Freq: 0, terno [01,07,56], data 0000-00-00 Ruota: BARI
Freq: 0, terno [06,57,76], data 0000-00-00 Ruota: BARI
Freq: 0, terno [20,26,56], data 0000-00-00 Ruota: BARI
Freq: 0, terno [18,47,81], data 0000-00-00 Ruota: BARI
Freq: 0, terno [06,37,41], data 0000-00-00 Ruota: BARI
Freq: 0, terno [06,45,56], data 0000-00-00 Ruota: BARI
Freq: 0, terno [10,55,87], data 0000-00-00 Ruota: BARI
Freq: 0, terno [37,67,68], data 0000-00-00 Ruota: BARI
Freq: 0, terno [33,77,82], data 0000-00-00 Ruota: BARI
Freq: 0, terno [12,22,90], data 0000-00-00 Ruota: BARI
Freq: 0, terno [26,41,87], data 0000-00-00 Ruota: BARI
Freq: 0, terno [18,27,64], data 0000-00-00 Ruota: BARI
Freq: 0, terno [02,05,20], data 0000-00-00 Ruota: BARI
Freq: 0, terno [44,53,81], data 0000-00-00 Ruota: BARI
Freq: 0, terno [31,76,82], data 0000-00-00 Ruota: BARI
Freq: 0, terno [02,24,51], data 0000-00-00 Ruota: BARI
Freq: 0, terno [06,78,84], data 0000-00-00 Ruota: BARI
Freq: 0, terno [07,62,82], data 0000-00-00 Ruota: BARI
Freq: 0, terno [12,47,61], data 0000-00-00 Ruota: BARI
Freq: 0, terno [37,71,78], data 0000-00-00 Ruota: BARI
Freq: 0, terno [16,70,88], data 0000-00-00 Ruota: BARI
Freq: 0, terno [21,44,66], data 0000-00-00 Ruota: BARI
Freq: 0, terno [33,36,58], data 0000-00-00 Ruota: BARI
Freq: 0, terno [07,20,87], data 0000-00-00 Ruota: BARI
Freq: 0, terno [23,72,86], data 0000-00-00 Ruota: BARI
Freq: 0, terno [11,14,53], data 0000-00-00 Ruota: BARI
Freq: 0, terno [21,45,68], data 0000-00-00 Ruota: BARI
Freq: 0, terno [03,55,82], data 0000-00-00 Ruota: BARI
Freq: 0, terno [41,65,82], data 0000-00-00 Ruota: BARI
Freq: 0, terno [34,46,57], data 0000-00-00 Ruota: BARI
Freq: 0, terno [34,35,88], data 0000-00-00 Ruota: BARI
Freq: 0, terno [02,37,55], data 0000-00-00 Ruota: BARI
Freq: 0, terno [06,17,53], data 0000-00-00 Ruota: BARI
Freq: 0, terno [03,26,28], data 0000-00-00 Ruota: BARI
Freq: 0, terno [03,34,70], data 0000-00-00 Ruota: BARI
Freq: 0, terno [23,59,64], data 0000-00-00 Ruota: BARI
Freq: 0, terno [31,47,55], data 0000-00-00 Ruota: BARI
Freq: 0, terno [30,51,64], data 0000-00-00 Ruota: BARI
Freq: 0, terno [15,50,77], data 0000-00-00 Ruota: BARI
Freq: 0, terno [05,11,37], data 0000-00-00 Ruota: BARI
Freq: 0, terno [27,32,55], data 0000-00-00 Ruota: BARI
Freq: 0, terno [10,67,82], data 0000-00-00 Ruota: BARI
Freq: 0, terno [22,48,59], data 0000-00-00 Ruota: BARI
Freq: 0, terno [50,64,85], data 0000-00-00 Ruota: BARI
Freq: 0, terno [24,65,90], data 0000-00-00 Ruota: BARI
Freq: 0, terno [21,58,80], data 0000-00-00 Ruota: BARI
Freq: 0, terno [28,61,70], data 0000-00-00 Ruota: BARI
Freq: 0, terno [15,43,68], data 0000-00-00 Ruota: BARI
Freq: 0, terno [22,54,79], data 0000-00-00 Ruota: BARI
Freq: 0, terno [41,64,65], data 0000-00-00 Ruota: BARI
Freq: 0, terno [20,35,48], data 0000-00-00 Ruota: BARI
Freq: 0, terno [35,67,73], data 0000-00-00 Ruota: BARI
Freq: 0, terno [10,35,43], data 0000-00-00 Ruota: BARI
Freq: 0, terno [07,26,64], data 0000-00-00 Ruota: BARI
Freq: 0, terno [37,45,86], data 0000-00-00 Ruota: BARI
Freq: 0, terno [33,43,58], data 0000-00-00 Ruota: BARI
Freq: 0, terno [21,55,63], data 0000-00-00 Ruota: BARI
Freq: 0, terno [05,64,73], data 0000-00-00 Ruota: BARI
Freq: 0, terno [06,21,58], data 0000-00-00 Ruota: BARI
Freq: 0, terno [10,23,90], data 0000-00-00 Ruota: BARI
Freq: 0, terno [44,63,74], data 0000-00-00 Ruota: BARI
Freq: 0, terno [48,60,79], data 0000-00-00 Ruota: BARI
Freq: 0, terno [11,29,33], data 0000-00-00 Ruota: BARI
Freq: 0, terno [19,25,59], data 0000-00-00 Ruota: BARI
Freq: 0, terno [38,77,81], data 0000-00-00 Ruota: BARI
Freq: 0, terno [10,22,34], data 0000-00-00 Ruota: BARI
Freq: 0, terno [09,37,79], data 0000-00-00 Ruota: BARI
Freq: 0, terno [03,16,53], data 0000-00-00 Ruota: BARI
Freq: 0, terno [26,63,67], data 0000-00-00 Ruota: BARI
Freq: 0, terno [18,34,42], data 0000-00-00 Ruota: BARI
Freq: 0, terno [14,17,32], data 0000-00-00 Ruota: BARI
Freq: 0, terno [15,68,76], data 0000-00-00 Ruota: BARI
Freq: 0, terno [01,59,85], data 0000-00-00 Ruota: BARI
Freq: 0, terno [04,57,85], data 0000-00-00 Ruota: BARI
Freq: 0, terno [26,37,60], data 0000-00-00 Ruota: BARI
Freq: 0, terno [08,31,48], data 0000-00-00 Ruota: BARI
Freq: 0, terno [20,57,80], data 0000-00-00 Ruota: BARI
Freq: 0, terno [06,43,71], data 0000-00-00 Ruota: BARI
Freq: 0, terno [46,62,83], data 0000-00-00 Ruota: BARI
Freq: 0, terno [47,58,66], data 0000-00-00 Ruota: BARI
Freq: 0, terno [18,53,78], data 0000-00-00 Ruota: BARI
Freq: 0, terno [28,39,43], data 0000-00-00 Ruota: BARI
Freq: 0, terno [18,27,82], data 0000-00-00 Ruota: BARI
Freq: 0, terno [07,29,48], data 0000-00-00 Ruota: BARI
Freq: 0, terno [12,32,86], data 0000-00-00 Ruota: BARI
Freq: 0, terno [16,59,73], data 0000-00-00 Ruota: BARI
Freq: 0, terno [11,71,89], data 0000-00-00 Ruota: BARI
Freq: 0, terno [16,22,37], data 0000-00-00 Ruota: BARI
Freq: 0, terno [29,48,78], data 0000-00-00 Ruota: BARI
Freq: 0, terno [46,81,88], data 0000-00-00 Ruota: BARI
Freq: 0, terno [24,74,84], data 0000-00-00 Ruota: BARI
Freq: 0, terno [07,52,66], data 0000-00-00 Ruota: BARI
Freq: 0, terno [17,53,74], data 0000-00-00 Ruota: BARI
Freq: 0, terno [19,31,51], data 0000-00-00 Ruota: BARI
Freq: 0, terno [29,70,79], data 0000-00-00 Ruota: BARI
Freq: 0, terno [28,54,82], data 0000-00-00 Ruota: BARI
Freq: 0, terno [18,37,46], data 0000-00-00 Ruota: BARI
Freq: 0, terno [03,13,60], data 0000-00-00 Ruota: BARI
Freq: 0, terno [19,38,71], data 0000-00-00 Ruota: BARI
Freq: 0, terno [14,34,62], data 0000-00-00 Ruota: BARI
Freq: 0, terno [19,37,83], data 0000-00-00 Ruota: BARI
Freq: 0, terno [35,48,75], data 0000-00-00 Ruota: BARI
Freq: 0, terno [29,66,76], data 0000-00-00 Ruota: BARI
Freq: 0, terno [32,49,81], data 0000-00-00 Ruota: BARI
Freq: 0, terno [15,31,79], data 0000-00-00 Ruota: BARI
Freq: 0, terno [23,57,90], data 0000-00-00 Ruota: BARI
Freq: 0, terno [42,51,86], data 0000-00-00 Ruota: BARI
