Freq: 0, terno [14,27,76], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [15,24,57], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [38,41,78], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [36,51,54], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [01,20,86], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [45,56,65], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [04,14,45], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [09,51,63], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [29,44,58], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [34,35,79], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [12,38,81], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [41,57,74], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [02,19,82], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [40,65,68], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [29,34,88], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [37,75,83], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [40,76,84], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [41,62,72], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [04,32,57], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [23,48,54], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [05,28,55], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [32,40,49], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [31,32,35], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [40,42,51], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [43,68,89], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [06,56,87], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [14,72,84], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [30,58,70], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [13,85,87], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [28,40,50], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [34,40,61], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [10,48,73], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [11,28,40], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [22,47,67], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [09,41,57], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [30,65,88], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [01,09,65], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [31,35,89], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [08,54,71], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [36,48,80], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [08,18,26], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [22,25,82], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [09,39,85], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [34,68,86], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [50,58,69], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [08,56,65], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [50,59,66], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [31,77,79], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [36,39,85], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [09,33,51], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [16,51,84], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [42,51,87], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [44,50,52], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [05,22,67], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [06,54,88], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [33,48,49], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [36,49,54], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [13,47,53], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [47,71,82], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [05,30,55], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [41,63,73], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [09,69,73], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [29,61,86], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [02,49,56], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [49,85,88], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [41,72,80], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [30,44,53], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [25,60,66], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [12,47,63], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [32,62,77], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [04,57,71], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [16,56,76], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [10,14,18], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [31,39,46], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [16,71,83], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [08,38,85], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [01,48,60], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [06,23,43], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [11,28,64], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [36,43,72], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [35,53,59], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [44,64,72], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [09,54,86], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [32,51,86], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [21,55,75], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [28,39,80], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [21,61,69], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [49,81,90], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [16,31,55], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [37,44,84], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [02,22,33], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [28,73,74], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [35,50,77], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [44,80,88], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [33,71,83], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [10,31,87], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [39,56,59], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [02,50,84], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [10,39,66], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [11,19,39], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [02,57,78], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [28,51,80], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [32,65,71], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [34,77,90], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [02,81,89], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [21,45,87], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [08,12,68], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [21,50,58], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [19,38,61], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [02,69,83], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [45,51,66], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [12,48,79], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [23,59,71], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [12,74,80], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [51,77,87], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [28,45,72], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [24,42,82], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [13,55,81], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [19,42,47], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [26,68,85], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [03,64,90], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [19,58,68], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [06,48,88], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [45,79,86], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [11,60,90], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [50,67,78], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [33,46,54], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [49,68,80], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [50,65,78], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [24,36,85], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [10,38,55], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [26,32,86], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [44,85,87], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [26,41,53], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [05,60,82], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [14,49,64], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [24,79,84], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [12,32,80], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [12,71,87], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [01,34,57], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [03,20,21], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [13,26,66], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [23,61,82], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [52,58,69], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [07,29,39], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [46,47,65], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [01,59,90], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [34,44,47], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [04,05,80], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [21,77,84], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [24,73,80], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [38,43,67], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [35,51,62], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [03,44,84], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [23,61,89], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [45,54,58], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [17,28,31], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [07,15,34], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [10,29,41], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [07,17,51], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [28,69,85], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [09,21,85], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [23,27,77], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [19,54,75], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [47,51,85], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [54,64,86], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [38,43,48], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [34,70,85], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [31,76,85], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [26,46,79], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [35,38,48], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [21,39,40], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [23,39,66], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [31,75,87], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [11,40,66], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [04,15,76], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [34,53,81], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [42,44,56], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [28,32,53], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [04,21,36], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [05,31,63], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [23,36,51], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [12,71,83], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [32,72,88], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [10,74,88], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [47,65,66], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [37,55,72], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [06,34,83], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [26,50,60], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [23,39,63], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [01,08,33], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [06,26,89], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [08,30,44], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [17,47,76], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [16,22,58], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [08,43,88], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [21,42,61], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [27,36,40], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [43,52,66], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [03,47,78], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [05,08,31], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [11,45,77], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [11,57,82], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [41,67,89], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [38,44,87], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [38,64,65], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [31,32,72], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [16,31,42], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [05,13,64], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [04,10,45], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [23,24,90], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [29,48,50], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [20,30,40], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [06,09,85], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [17,20,87], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [38,54,87], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [03,36,73], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [43,48,62], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [33,88,89], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [02,16,21], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [31,45,87], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [03,48,85], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [24,44,85], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [35,41,83], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [09,27,35], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [30,58,81], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [26,55,70], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [25,42,82], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [21,50,81], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [12,41,46], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [09,16,55], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [05,07,09], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [07,42,55], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [03,25,29], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [17,34,86], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [12,63,89], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [40,44,48], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [07,53,78], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [09,44,89], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [14,24,73], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [21,24,62], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [32,52,61], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [38,82,88], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [12,34,57], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [09,16,17], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [39,46,83], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [34,57,62], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [36,63,88], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [43,52,72], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [04,45,71], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [44,49,64], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [36,70,73], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [06,27,56], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [45,63,65], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [33,56,88], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [40,52,64], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [43,56,62], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [14,24,28], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [12,31,51], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [20,30,31], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [07,22,23], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [44,59,73], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [09,26,77], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [20,37,50], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [35,60,62], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [02,68,74], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [08,33,85], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [03,15,24], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [44,46,85], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [25,47,81], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [34,52,70], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [03,11,27], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [17,24,86], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [11,64,90], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [23,40,62], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [01,18,37], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [27,43,54], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [42,46,77], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [24,72,85], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [17,53,62], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [14,58,61], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [04,25,87], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [48,55,57], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [18,20,61], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [46,61,78], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [41,78,85], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [39,44,77], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [21,51,57], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [25,36,70], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [06,45,56], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [03,12,58], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [24,35,74], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [40,57,79], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [42,46,71], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [20,28,48], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [45,61,75], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [39,69,85], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [32,39,50], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [01,40,77], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [02,27,38], data 0000-00-00 Ruota: NAPOLI
Freq: 0, terno [20,46,65], data 0000-00-00 Ruota: NAPOLI
