Freq: 0, terno [34,36,88], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [39,59,63], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [34,45,52], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [40,77,87], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [30,66,76], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [46,61,65], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [03,05,13], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [26,28,74], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [10,48,55], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [22,37,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [07,16,43], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [19,85,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,27,32], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [23,34,52], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [32,40,50], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [37,64,86], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [23,29,63], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [15,45,58], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [07,27,35], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [05,13,69], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [27,56,63], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [01,54,88], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [09,56,70], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [12,33,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [03,14,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [36,62,70], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [34,50,63], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [01,09,46], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [13,27,78], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [02,57,58], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [42,58,79], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [34,55,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [39,74,78], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [02,69,82], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [09,26,74], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [20,29,43], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [12,28,46], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [39,47,75], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [41,59,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [23,35,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [14,23,88], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,60,83], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [37,51,70], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [20,46,57], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [16,55,67], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [31,83,88], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,55,86], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [09,68,69], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [09,25,30], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [30,31,64], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [01,39,55], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,07,35], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [08,15,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [34,65,69], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,58,67], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [12,36,87], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [26,66,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [30,35,63], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [27,37,39], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [04,80,88], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [24,47,55], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,21,53], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [38,73,88], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [27,56,82], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [20,37,65], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [31,85,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [35,57,76], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [08,56,75], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [22,69,86], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [21,36,84], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [49,52,73], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [08,71,80], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [21,41,51], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [28,36,68], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [35,57,88], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [04,68,71], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [11,26,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [44,58,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [04,17,36], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [32,38,76], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [03,04,77], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [49,52,88], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [10,26,66], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [50,77,79], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [30,44,60], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [16,41,79], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [09,16,43], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [31,56,67], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [23,83,84], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [23,45,55], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [20,68,71], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [13,78,80], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [46,82,88], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [19,44,89], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [13,14,59], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [43,55,86], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [34,56,67], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [09,15,88], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [03,11,55], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [33,64,75], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [10,31,40], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [19,51,69], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [25,35,89], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [04,37,50], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [42,61,66], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [35,37,43], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [16,26,82], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [11,56,89], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [13,36,62], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [09,22,50], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [34,67,87], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [14,60,75], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [34,46,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [33,57,74], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [13,45,77], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [29,57,68], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [28,37,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [40,69,84], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [21,40,87], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [30,53,54], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [23,43,71], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [22,62,65], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [44,47,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [15,45,70], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [31,83,84], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [45,51,79], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [37,49,84], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [04,06,81], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [49,70,77], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [16,24,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [30,62,68], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [12,36,37], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [12,50,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [15,47,57], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [25,62,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [26,33,79], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [42,43,62], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [11,44,71], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [03,13,76], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [14,40,70], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [02,07,34], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [23,25,66], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [39,49,58], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [23,54,56], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [25,49,71], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [10,18,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [04,35,53], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [29,40,44], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [07,39,55], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [31,33,34], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [13,17,24], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [16,41,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [33,77,81], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [08,09,78], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [33,57,59], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [08,87,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [25,26,68], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [31,41,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [22,59,82], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [05,52,53], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [20,28,88], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [04,41,77], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [12,81,87], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,23,87], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [30,51,52], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [23,36,78], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [42,53,56], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [35,51,58], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [03,26,69], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [44,68,87], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [27,61,66], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [07,19,29], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [33,45,65], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [16,17,24], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [03,68,81], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [12,38,53], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [39,42,78], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [18,53,57], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [15,23,56], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [08,58,61], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,09,40], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [43,61,75], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [05,08,81], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [43,72,74], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [39,55,83], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [39,54,77], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [23,59,66], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [15,61,63], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [16,23,54], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [41,52,81], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [36,48,50], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [36,37,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [35,66,68], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [07,30,43], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [31,36,56], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [02,23,65], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [20,36,66], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [50,54,77], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [42,61,63], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [14,55,82], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [23,34,49], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [14,18,37], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [22,47,69], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [18,63,84], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [30,60,74], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [09,78,84], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [16,46,55], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [19,44,60], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [29,33,78], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [03,21,66], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [11,53,86], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [01,42,46], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [11,64,67], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [29,52,77], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [01,47,60], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [02,19,22], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [45,60,69], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [39,61,79], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [13,72,80], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [05,20,38], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [03,13,80], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [08,82,89], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [19,22,56], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [19,57,73], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [01,30,62], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [46,47,56], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [30,31,55], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [15,77,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [42,54,81], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [13,55,58], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [38,49,79], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [19,36,44], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [37,49,73], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [44,79,82], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [15,49,88], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [03,47,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [41,45,58], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [34,42,51], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [48,75,79], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [29,50,87], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [26,28,71], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [43,80,81], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [26,32,54], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [38,50,54], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [41,52,69], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [18,45,65], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [16,24,67], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [31,40,86], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [11,15,59], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [36,59,66], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [01,06,10], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [07,23,44], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [35,67,69], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [31,54,83], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [30,53,80], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [10,37,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [23,81,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [21,34,87], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [51,57,73], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [25,28,37], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [17,18,40], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [19,41,78], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [34,45,62], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [11,13,14], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [45,54,80], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,14,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [35,54,60], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [22,69,83], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [21,41,67], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [07,45,47], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [28,65,71], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [42,64,70], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [11,57,88], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [17,21,57], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [14,36,49], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [41,54,82], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [04,72,74], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [12,48,56], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [30,43,50], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [09,52,82], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [49,59,89], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,37,86], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [03,44,74], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [16,31,63], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [46,56,69], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [21,43,66], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [10,59,67], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [25,27,82], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [43,58,83], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [24,79,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [18,23,54], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [21,30,71], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [07,65,72], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [26,45,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [30,69,84], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [06,56,61], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [11,26,66], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [07,18,79], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [10,26,48], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [21,44,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [19,21,24], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [15,37,82], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [32,86,89], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [36,78,86], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [32,61,80], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [08,89,90], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [37,49,66], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [09,43,67], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [29,75,81], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [05,58,70], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [04,52,68], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [46,49,61], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [19,39,55], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [14,44,69], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [44,60,67], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [38,50,84], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [07,57,76], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [30,68,83], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [26,53,84], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [08,20,69], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [19,53,62], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [31,41,79], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [10,20,80], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [18,75,89], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [41,56,76], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [10,33,85], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [09,72,89], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [05,12,50], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [13,21,63], data 0000-00-00 Ruota: TORINO
Freq: 0, terno [08,28,69], data 0000-00-00 Ruota: TORINO
