Freq: 0, terno [44,49,56], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [36,56,69], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [18,39,58], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [46,63,65], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [01,08,09], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [05,33,58], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [07,19,25], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [12,51,71], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [21,23,81], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [22,44,86], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [26,76,82], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [19,23,46], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [41,49,81], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [06,70,87], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [35,44,80], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [38,47,79], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [28,46,79], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [31,45,81], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [12,58,60], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [17,30,47], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [12,60,63], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [03,25,65], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [11,67,73], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [06,43,77], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [18,28,46], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [11,17,19], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [07,72,78], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [02,13,35], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [15,18,52], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [13,39,51], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [06,31,50], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [19,36,83], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [07,54,61], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [01,05,53], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [46,65,70], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [15,17,22], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [11,14,55], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [11,34,50], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [16,31,44], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [22,59,73], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [03,23,78], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [37,45,90], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [01,43,46], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [01,31,83], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [20,31,72], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [29,74,85], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [41,49,90], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [39,84,85], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [36,64,71], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [07,43,67], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [19,28,39], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [10,39,72], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [30,50,73], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [21,82,89], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [27,56,65], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [27,32,59], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [21,28,87], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [01,30,36], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [20,40,53], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [09,61,75], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [01,06,81], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [27,53,57], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [11,35,56], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [30,60,70], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [34,70,86], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [09,63,86], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [13,30,80], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [01,19,84], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [27,30,47], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [04,20,26], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [12,41,67], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [21,49,53], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [18,42,57], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [09,21,62], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [01,44,49], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [36,58,84], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [05,27,34], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [16,22,44], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [36,83,86], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [45,57,58], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [33,57,69], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [23,70,76], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [34,62,70], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [55,67,75], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [06,30,88], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [01,33,46], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [30,55,79], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [22,36,47], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [08,25,78], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [15,51,80], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [24,49,85], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [21,29,89], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [28,52,72], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [15,35,75], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [14,38,49], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [36,49,79], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [39,82,85], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [28,38,85], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [40,60,64], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [26,27,67], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [19,31,34], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [19,40,75], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [39,68,89], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [06,41,64], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [33,39,63], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [06,30,32], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [11,29,75], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [03,71,87], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [22,61,89], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [19,66,83], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [02,38,51], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [03,27,70], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [10,29,60], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [12,52,88], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [24,58,83], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [24,58,79], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [33,40,48], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [01,41,71], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [42,61,73], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [09,39,47], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [45,58,85], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [07,38,43], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [36,48,84], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [14,31,61], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [01,32,79], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [36,46,55], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [42,60,76], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [05,35,53], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [06,41,75], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [41,78,80], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [32,65,67], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [30,51,54], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [05,17,68], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [04,23,57], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [36,69,87], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [25,67,79], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [07,12,55], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [26,58,76], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [35,37,39], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [40,46,56], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [14,37,46], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [05,64,72], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [27,32,72], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [10,25,62], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [08,71,89], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [44,47,69], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [22,31,43], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [28,59,73], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [10,33,50], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [23,52,80], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [28,80,85], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [18,47,57], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [39,48,81], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [05,49,52], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [47,57,70], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [43,55,80], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [30,41,47], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [15,23,75], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [35,45,69], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [03,04,51], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [07,14,85], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [09,75,77], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [22,35,45], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [16,28,33], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [09,25,79], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [18,33,78], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [16,53,89], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [45,48,70], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [19,79,90], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [27,28,59], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [26,56,81], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [01,02,36], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [09,33,43], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [06,28,74], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [07,33,41], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [06,18,84], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [10,82,84], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [03,53,56], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [19,64,67], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [34,61,74], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [33,48,67], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [47,55,84], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [03,04,80], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [42,73,82], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [07,10,86], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [12,67,83], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [08,31,51], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [39,59,65], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [27,37,41], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [46,51,60], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [18,20,71], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [16,20,67], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [28,65,84], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [07,44,76], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [18,57,79], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [01,04,51], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [35,48,80], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [02,63,72], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [27,81,84], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [08,21,61], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [29,39,76], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [08,58,79], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [07,83,89], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [50,51,76], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [22,49,56], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [17,80,84], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [20,27,53], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [20,43,87], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [24,33,63], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [05,43,46], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [52,53,71], data 0000-00-00 Ruota: CAGLIARI
Freq: 0, terno [25,33,83], data 0000-00-00 Ruota: CAGLIARI
