Freq: 0, terno [15,22,39], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [11,32,42], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [27,61,70], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [48,52,75], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [29,44,56], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [57,73,83], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [04,38,86], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [26,34,67], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [05,31,40], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [01,05,83], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [46,55,65], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [29,38,45], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [17,43,68], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [02,23,66], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [07,09,19], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [39,60,88], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [23,26,90], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [20,27,78], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [40,80,82], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [12,23,64], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [11,36,68], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [27,31,34], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [30,46,83], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [13,28,79], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [42,50,75], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [04,14,28], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [08,12,65], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [07,12,51], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [44,66,77], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [07,62,74], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [11,21,58], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [18,34,85], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [04,28,44], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [32,63,81], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [15,47,78], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [15,21,49], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [06,79,89], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [03,13,66], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [16,49,89], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [41,70,71], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [46,61,72], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [16,27,63], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [08,39,40], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [36,63,79], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [18,31,65], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [07,08,63], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [10,48,87], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [49,52,70], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [10,44,67], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [28,41,58], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [02,06,45], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [18,75,87], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [13,28,75], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [26,57,76], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [11,19,43], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [35,59,79], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [08,24,50], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [34,45,76], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [39,70,72], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [48,55,64], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [06,15,33], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [11,29,68], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [44,45,73], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [13,32,86], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [10,36,40], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [21,56,76], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [04,66,79], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [19,57,88], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [40,60,89], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [06,27,71], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [06,29,43], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [14,38,45], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [22,25,76], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [15,45,90], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [03,16,76], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [05,41,62], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [04,63,72], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [03,81,86], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [03,65,90], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [35,37,41], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [26,45,66], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [28,51,75], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [04,31,88], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [39,49,50], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [29,61,86], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [01,38,66], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [32,38,53], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [32,39,79], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [19,58,87], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [28,63,75], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [03,40,75], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [19,28,63], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [17,38,77], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [50,51,58], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [09,19,53], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [24,65,87], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [27,39,56], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [07,42,68], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [03,40,63], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [33,43,81], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [35,63,90], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [15,21,55], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [02,57,88], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [28,62,63], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [17,21,90], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [14,55,77], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [33,36,41], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [13,19,84], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [06,37,72], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [43,56,65], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [10,17,22], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [20,85,87], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [31,46,74], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [38,41,73], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [11,59,75], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [35,60,87], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [11,27,37], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [31,86,90], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [15,31,60], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [04,17,70], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [15,27,75], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [01,28,53], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [05,33,44], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [28,52,75], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [27,51,71], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [33,84,88], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [01,51,87], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [38,48,81], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [15,24,53], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [19,47,55], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [40,52,84], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [02,60,74], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [05,39,43], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [17,28,84], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [29,52,68], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [04,40,65], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [31,44,52], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [27,46,48], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [32,33,81], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [07,55,78], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [19,65,83], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [22,58,78], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [24,52,67], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [38,68,81], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [02,26,28], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [01,25,30], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [45,50,77], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [37,46,57], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [29,35,36], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [22,62,74], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [14,34,38], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [04,38,89], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [21,37,48], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [07,20,65], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [13,56,89], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [16,30,36], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [31,49,79], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [08,26,52], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [07,12,70], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [28,30,36], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [44,76,85], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [25,61,72], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [13,63,71], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [01,15,75], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [02,12,16], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [03,29,58], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [08,26,78], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [02,41,48], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [39,69,70], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [11,56,60], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [18,22,76], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [32,66,79], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [10,52,86], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [03,08,58], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [30,37,68], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [38,50,52], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [19,27,56], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [25,64,65], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [01,64,65], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [31,40,65], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [10,12,63], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [12,43,71], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [21,35,51], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [09,61,90], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [05,12,59], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [31,60,80], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [04,51,69], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [28,64,65], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [36,44,84], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [11,49,60], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [02,74,82], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [32,46,86], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [10,18,74], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [05,35,56], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [20,36,75], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [26,37,86], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [08,28,77], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [14,30,43], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [38,48,67], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [27,46,77], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [43,46,78], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [45,63,79], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [28,65,83], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [30,47,54], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [12,42,52], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [42,55,89], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [43,84,90], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [30,51,64], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [20,51,79], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [29,32,52], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [25,26,58], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [40,56,78], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [27,65,87], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [50,77,81], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [04,29,75], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [28,69,84], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [02,10,84], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [46,58,63], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [10,16,64], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [17,33,49], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [45,48,71], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [32,44,88], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [05,27,28], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [15,40,66], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [09,11,25], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [46,52,59], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [31,59,82], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [11,79,80], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [28,60,77], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [11,36,52], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [24,51,65], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [18,45,67], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [05,50,85], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [14,30,36], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [35,49,54], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [07,57,89], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [43,63,77], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [08,11,31], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [50,78,79], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [08,18,23], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [01,03,13], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [47,60,72], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [16,19,74], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [18,33,52], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [12,52,59], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [14,68,78], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [08,12,47], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [38,39,42], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [12,36,44], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [07,20,45], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [23,35,36], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [18,58,60], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [46,63,69], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [25,40,52], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [10,41,55], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [20,22,35], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [08,54,61], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [29,45,70], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [18,31,88], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [19,52,80], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [46,61,78], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [15,62,83], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [35,65,75], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [09,54,69], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [39,48,85], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [11,17,67], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, terno [24,40,62], data 0000-00-00 Ruota: NAZIONALE
